term;document;value
substantiatesubstantiate;30.txt;1
examexam;30.txt;1
pertinentpertinent;30.txt;1
requestrequest;30.txt;1
suitesuite;30.txt;1
requestsrequests;30.txt;1
mdmd;30.txt;1
termsterms;30.txt;1
placementplacement;30.txt;1
npsnps;30.txt;1
malfunctionsmalfunctions;30.txt;1
connectorsconnectors;30.txt;1
tubestubes;30.txt;1
j-tubej-tube;30.txt;1
kubkub;30.txt;1
radiologistradiologist;30.txt;1
proceedproceed;30.txt;1
specialistsspecialists;30.txt;1
questionsquestions;30.txt;1
rolesroles;30.txt;1
duopaduopa;30.txt;1
yearsyears;30.txt;1
startstart;30.txt;1
gngn;30.txt;1
relationshiprelationship;30.txt;1
returnreturn;30.txt;1
titrationtitration;30.txt;1
modelmodel;30.txt;1
stabilizedstabilized;30.txt;1
optionoption;30.txt;1
issueissue;30.txt;1
visitsvisits;30.txt;1
personperson;30.txt;1
team;31.txt;18
duopa;31.txt;13
patients;31.txt;10
carolyn;31.txt;8
neurology;31.txt;8
colleagues;31.txt;8
gi;31.txt;7
tube;31.txt;7
also;31.txt;6
dbs;31.txt;6
thankfully;31.txt;5
teams;31.txt;5
communication;31.txt;5
teamsteams;31.txt;5
patientspatients;31.txt;5
patient;31.txt;4
experience;31.txt;4
reason;31.txt;4
tubes;31.txt;4
nurse;31.txt;4
refer;31.txt;4
speak;31.txt;4
peers;31.txt;4
involved;31.txt;4
treatment;31.txt;4
heard;31.txt;4
formed;31.txt;4
joined;31.txt;4
good;31.txt;4
success;31.txt;4
process;31.txt;4
colleaguescolleagues;31.txt;4
peerspeers;31.txt;4
teamteam;31.txt;4
excellent;31.txt;3
helping;31.txt;3
support;31.txt;3
perspective;31.txt;3
troubleshooting;31.txt;3
side;31.txt;3
program;31.txt;3
help;31.txt;3
practice;31.txt;3
start;31.txt;3
radiology;31.txt;3
question;31.txt;3
function;31.txt;3
groups;31.txt;3
within;31.txt;3
would;31.txt;3
clear;31.txt;3
role;31.txt;3
movement;31.txt;3
disorder;31.txt;3
deal;31.txt;3
programprogram;31.txt;3
tubestubes;31.txt;3
practicepractice;31.txt;3
communicationcommunication;31.txt;3
groupsgroups;31.txt;3
avram;31.txt;2
communicating;31.txt;2
issues;31.txt;2
arise;31.txt;2
taylor;31.txt;2
lots;31.txt;2
area;31.txt;2
main;31.txt;2
runs;31.txt;2
smoothly;31.txt;2
lack;31.txt;2
clinic;31.txt;2
piece;31.txt;2
placing;31.txt;2
well;31.txt;2
partner;31.txt;2
surgery;31.txt;2
pa-c;31.txt;2
key;31.txt;2
surgical;31.txt;2
therapy;31.txt;2
hi;31.txt;2
others;31.txt;2
differently;31.txt;2
say;31.txt;2
reasons;31.txt;2
members;31.txt;2
understanding;31.txt;2
everyone;31.txt;2
may;31.txt;2
concerned;31.txt;2
uncommon;31.txt;2
often;31.txt;2
dayanna;31.txt;2
ocegueda;31.txt;2
contributes;31.txt;2
needed;31.txt;2
speed;31.txt;2
keeping;31.txt;2
interventional;31.txt;2
medication;31.txt;2
workflow;31.txt;2
send;31.txt;2
important;31.txt;2
perspectiveperspective;31.txt;2
issuesissues;31.txt;2
lotslots;31.txt;2
othersothers;31.txt;2
functionfunction;31.txt;2
clearclear;31.txt;2
gigi;31.txt;2
reasonreason;31.txt;2
completely;31.txt;1
agree;31.txt;1
works;31.txt;1
tirelessly;31.txt;1
population;31.txt;1
job;31.txt;1
families;31.txt;1
follow-up;31.txt;1
arranged;31.txt;1
seamlessly;31.txt;1
try;31.txt;1
much;31.txt;1
getting;31.txt;1
evaluation;31.txt;1
quick;31.txt;1
manor;31.txt;1
match;31.txt;1
level;31.txt;1
care;31.txt;1
provide;31.txt;1
general;31.txt;1
bandwidth;31.txt;1
accommodate;31.txt;1
abbvie;31.txt;1
educators;31.txt;1
incredibly;31.txt;1
supportive;31.txt;1
present;31.txt;1
visits;31.txt;1
placement;31.txt;1
exchanges;31.txt;1
ensure;31.txt;1
optimal;31.txt;1
functioning;31.txt;1
gives;31.txt;1
mind;31.txt;1
solid;31.txt;1
backing;31.txt;1
clinical;31.txt;1
instills;31.txt;1
sense;31.txt;1
personal;31.txt;1
confidence;31.txt;1
technology;31.txt;1
inclined;31.txt;1
started;31.txt;1
dr;31.txt;1
ezra;31.txt;1
teitelbaum;31.txt;1
heather;31.txt;1
molina;31.txt;1
placements;31.txt;1
procedural;31.txt;1
great;31.txt;1
efficient;31.txt;1
complicated;31.txt;1
rn;31.txt;1
msn;31.txt;1
agpcnp-bc;31.txt;1
providers;31.txt;1
turn;31.txt;1
management;31.txt;1
depot;31.txt;1
rewarding;31.txt;1
however;31.txt;1
find;31.txt;1
complications;31.txt;1
fairly;31.txt;1
occur;31.txt;1
nurses;31.txt;1
trouble;31.txt;1
shoot;31.txt;1
egd;31.txt;1
block;31.txt;1
time;31.txt;1
surgeons;31.txt;1
makes;31.txt;1
dealing;31.txt;1
replacements;31.txt;1
new;31.txt;1
implantation;31.txt;1
easier;31.txt;1
standpoint;31.txt;1
extremely;31.txt;1
responsive;31.txt;1
times;31.txt;1
replaced;31.txt;1
without;31.txt;1
ever;31.txt;1
knowing;31.txt;1
issue;31.txt;1
department;31.txt;1
duoconnect;31.txt;1
case;31.txt;1
manager;31.txt;1
ready;31.txt;1
next;31.txt;1
step;31.txt;1
transparency;31.txt;1
commuication;31.txt;1
keep;31.txt;1
llistening;31.txt;1
ear;31.txt;1
execution;31.txt;1
logistics;31.txt;1
approach;31.txt;1
game;31.txt;1
play;31.txt;1
far;31.txt;1
working;31.txt;1
believe;31.txt;1
critical;31.txt;1
willing;31.txt;1
service;31.txt;1
ir;31.txt;1
wanting;31.txt;1
although;31.txt;1
disciplines;31.txt;1
work;31.txt;1
hand-in-hand;31.txt;1
like;31.txt;1
fact;31.txt;1
kept;31.txt;1
duties;31.txt;1
quite;31.txt;1
compartmentalized;31.txt;1
practitioners;31.txt;1
happy;31.txt;1
problems;31.txt;1
comfortable;31.txt;1
either;31.txt;1
fixing;31.txt;1
replacing;31.txt;1
directing;31.txt;1
immediately;31.txt;1
neurologists;31.txt;1
adjustments;31.txt;1
counseling;31.txt;1
comparable;31.txt;1
many;31.txt;1
similarities;31.txt;1
major;31.txt;1
difference;31.txt;1
hurdles;31.txt;1
neuropsych;31.txt;1
testing;31.txt;1
sinemet;31.txt;1
study;31.txt;1
considered;31.txt;1
candidate;31.txt;1
meets;31.txt;1
monthly;31.txt;1
review;31.txt;1
cases;31.txt;1
otherwise;31.txt;1
communicate;31.txt;1
similarly;31.txt;1
referrals;31.txt;1
think;31.txt;1
defined;31.txt;1
roles;31.txt;1
particular;31.txt;1
criteria;31.txt;1
candidacy;31.txt;1
trying;31.txt;1
qualified;31.txt;1
advanced;31.txt;1
pd;31.txt;1
specialist;31.txt;1
consultation;31.txt;1
want;31.txt;1
unnecessarily;31.txt;1
initially;31.txt;1
educator;31.txt;1
tony;31.txt;1
got;31.txt;1
running;31.txt;1
communicator;31.txt;1
different;31.txt;1
parties;31.txt;1
players;31.txt;1
identified;31.txt;1
taken;31.txt;1
mobilizer;31.txt;1
entire;31.txt;1
dial;31.txt;1
remains;31.txt;1
part;31.txt;1
smooth;31.txt;1
collaborator;31.txt;1
pas;31.txt;1
tremendous;31.txt;1
stoma;31.txt;1
pictures;31.txt;1
directly;31.txt;1
immediate;31.txt;1
responses;31.txt;1
group;31.txt;1
usually;31.txt;1
jessica;31.txt;1
karl;31.txt;1
phd;31.txt;1
evaluate;31.txt;1
therapies;31.txt;1
way;31.txt;1
whatever;31.txt;1
appropriate;31.txt;1
sure;31.txt;1
form;31.txt;1
perhaps;31.txt;1
interested;31.txt;1
fluctuators;31.txt;1
carolyncarolyn;31.txt;1
jobjob;31.txt;1
familiesfamilies;31.txt;1
follow-upfollow-up;31.txt;1
evaluationevaluation;31.txt;1
avramavram;31.txt;1
generalgeneral;31.txt;1
helphelp;31.txt;1
educatorseducators;31.txt;1
visitsvisits;31.txt;1
exchangesexchanges;31.txt;1
optimaloptimal;31.txt;1
tubetube;31.txt;1
supportsupport;31.txt;1
confidenceconfidence;31.txt;1
technologytechnology;31.txt;1
wellwell;31.txt;1
placementsplacements;31.txt;1
keykey;31.txt;1
duopaduopa;31.txt;1
rnrn;31.txt;1
providersproviders;31.txt;1
clinicclinic;31.txt;1
depotdepot;31.txt;1
experienceexperience;31.txt;1
complicationscomplications;31.txt;1
uncommonuncommon;31.txt;1
shootshoot;31.txt;1
surgeonssurgeons;31.txt;1
implantationimplantation;31.txt;1
oceguedaocegueda;31.txt;1
standpointstandpoint;31.txt;1
responsiveresponsive;31.txt;1
neurologyneurology;31.txt;1
duoconnectduoconnect;31.txt;1
communicatingcommunicating;31.txt;1
commuicationcommuication;31.txt;1
earear;31.txt;1
playplay;31.txt;1
irir;31.txt;1
disciplinesdisciplines;31.txt;1
hand-in-handhand-in-hand;31.txt;1
factfact;31.txt;1
dutiesduties;31.txt;1
problemsproblems;31.txt;1
comfortablecomfortable;31.txt;1
radiologyradiology;31.txt;1
medicationmedication;31.txt;1
neurologistsneurologists;31.txt;1
adjustmentsadjustments;31.txt;1
similaritiessimilarities;31.txt;1
hurdleshurdles;31.txt;1
casescases;31.txt;1
referralsreferrals;31.txt;1
rolesroles;31.txt;1
consultationconsultation;31.txt;1
playersplayers;31.txt;1
dayannadayanna;31.txt;1
collaboratorcollaborator;31.txt;1
picturespictures;31.txt;1
groupgroup;31.txt;1
pa-cpa-c;31.txt;1
therapiestherapies;31.txt;1
fluctuatorsfluctuators;31.txt;1
resource;32.txt;10
tube;32.txt;9
would;32.txt;8
patients;32.txt;8
information;32.txt;8
procedure;32.txt;7
know;32.txt;5
specific;32.txt;4
prefer;32.txt;4
use;32.txt;4
post;32.txt;4
need;32.txt;4
resourceresource;32.txt;4
gi;32.txt;3
neurology;32.txt;3
md;32.txt;3
used;32.txt;3
sure;32.txt;3
skin;32.txt;3
seen;32.txt;3
good;32.txt;3
available;32.txt;2
either;32.txt;2
resources;32.txt;2
standard;32.txt;2
handouts;32.txt;2
caitlin;32.txt;2
houghton;32.txt;2
harold;32.txt;2
boutte;32.txt;2
jr;32.txt;2
provide;32.txt;2
another;32.txt;2
ask;32.txt;2
surgeon;32.txt;2
given;32.txt;2
like;32.txt;2
tell;32.txt;2
moving;32.txt;2
move;32.txt;2
risk;32.txt;2
stomach;32.txt;2
abdominal;32.txt;2
wall;32.txt;2
sliding;32.txt;2
pull;32.txt;2
resistance;32.txt;2
clasp;32.txt;2
close;32.txt;2
think;32.txt;2
team;32.txt;2
availableavailable;32.txt;2
resourcesresources;32.txt;2
informationinformation;32.txt;2
stomachstomach;32.txt;2
tubetube;32.txt;2
procedureprocedure;32.txt;2
better;32.txt;1
different;32.txt;1
compiled;32.txt;1
one;32.txt;1
distributed;32.txt;1
proceduralist;32.txt;1
abbvie;32.txt;1
language;32.txt;1
using;32.txt;1
care;32.txt;1
general;32.txt;1
practice;32.txt;1
helpful;32.txt;1
re-enforced;32.txt;1
across;32.txt;1
clinics;32.txt;1
points;32.txt;1
patient;32.txt;1
contact;32.txt;1
nw;32.txt;1
packet;32.txt;1
part;32.txt;1
ignore;32.txt;1
portion;32.txt;1
want;32.txt;1
feel;32.txt;1
puts;32.txt;1
fall;32.txt;1
make;32.txt;1
secured;32.txt;1
tightly;32.txt;1
unclasp;32.txt;1
til;32.txt;1
secure;32.txt;1
problem;32.txt;1
daily;32.txt;1
throughout;32.txt;1
informational;32.txt;1
packets;32.txt;1
ideal;32.txt;1
preventing;32.txt;1
bumper;32.txt;1
imbedding;32.txt;1
tissue;32.txt;1
falling;32.txt;1
much;32.txt;1
concerning;32.txt;1
worry;32.txt;1
discuss;32.txt;1
slide;32.txt;1
see;32.txt;1
give;32.txt;1
instructions;32.txt;1
unclamp;32.txt;1
rns;32.txt;1
mas;32.txt;1
call;32.txt;1
office;32.txt;1
regarding;32.txt;1
tubing;32.txt;1
receive;32.txt;1
guide;32.txt;1
follow;32.txt;1
completed;32.txt;1
nm;32.txt;1
similar;32.txt;1
internal;32.txt;1
document;32.txt;1
developed;32.txt;1
duopa;32.txt;1
fantastic;32.txt;1
others;32.txt;1
existed;32.txt;1
home;32.txt;1
nurse;32.txt;1
us;32.txt;1
well;32.txt;1
incase;32.txt;1
discussions;32.txt;1
arise;32.txt;1
richard;32.txt;1
pierce;32.txt;1
phd;32.txt;1
piece;32.txt;1
something;32.txt;1
institution;32.txt;1
typically;32.txt;1
uses;32.txt;1
proceduralistproceduralist;32.txt;1
languagelanguage;32.txt;1
practicepractice;32.txt;1
re-enforcedre-enforced;32.txt;1
houghtonhoughton;32.txt;1
mdmd;32.txt;1
preferprefer;32.txt;1
surgeonsurgeon;32.txt;1
partpart;32.txt;1
telltell;32.txt;1
portionportion;32.txt;1
feelfeel;32.txt;1
wallwall;32.txt;1
suresure;32.txt;1
securesecure;32.txt;1
movemove;32.txt;1
packetspackets;32.txt;1
tissuetissue;32.txt;1
muchmuch;32.txt;1
patientspatients;32.txt;1
seesee;32.txt;1
instructionsinstructions;32.txt;1
resistanceresistance;32.txt;1
rnsrns;32.txt;1
officeoffice;32.txt;1
documentdocument;32.txt;1
fantasticfantastic;32.txt;1
othersothers;32.txt;1
goodgood;32.txt;1
discussionsdiscussions;32.txt;1
piecepiece;32.txt;1
institutioninstitution;32.txt;1
teamteam;32.txt;1
handoutshandouts;32.txt;1
would;33.txt;15
office;33.txt;8
resources;33.txt;7
something;33.txt;7
reference;33.txt;7
resourcesresources;33.txt;7
like;33.txt;6
good;33.txt;6
staff;33.txt;6
leonard;33.txt;5
verhagen;33.txt;5
thinking;33.txt;5
resource;33.txt;5
patient;33.txt;4
helpful;33.txt;4
please;33.txt;4
expand;33.txt;4
simple;33.txt;4
slide;33.txt;4
involved;33.txt;4
program;33.txt;4
else;33.txt;4
useful;33.txt;4
aware;33.txt;4
pleaseplease;33.txt;4
programprogram;33.txt;4
team;33.txt;3
md;33.txt;3
phd;33.txt;3
thank;33.txt;3
idea;33.txt;3
card;33.txt;3
patients;33.txt;3
quick;33.txt;3
people;33.txt;3
getting;33.txt;3
expanding;33.txt;3
everyone;33.txt;3
immediate;33.txt;3
access;33.txt;3
right;33.txt;3
person;33.txt;3
guide;33.txt;3
info;33.txt;3
find;33.txt;3
duopa;33.txt;3
officeoffice;33.txt;3
peoplepeople;33.txt;3
involvedinvolved;33.txt;3
accessaccess;33.txt;3
tube;33.txt;2
care;33.txt;2
suggestion;33.txt;2
little;33.txt;2
bit;33.txt;2
1-pager;33.txt;2
small;33.txt;2
could;33.txt;2
hand;33.txt;2
yes;33.txt;2
appropriate;33.txt;2
telephone;33.txt;2
numbers;33.txt;2
websites;33.txt;2
see;33.txt;2
comments;33.txt;2
section;33.txt;2
much;33.txt;2
shared;33.txt;2
attached;33.txt;2
additional;33.txt;2
commentary;33.txt;2
know;33.txt;2
agree;33.txt;2
may;33.txt;2
think;33.txt;2
ideaidea;33.txt;2
simplesimple;33.txt;2
cardcard;33.txt;2
numbersnumbers;33.txt;2
guideguide;33.txt;2
infoinfo;33.txt;2
expandexpand;33.txt;2
somethingsomething;33.txt;2
patientpatient;33.txt;2
neuro;33.txt;1
great;33.txt;1
providing;33.txt;1
personally;33.txt;1
request;33.txt;1
handouts;33.txt;1
clinical;33.txt;1
practice;33.txt;1
review;33.txt;1
instructions;33.txt;1
giving;33.txt;1
standard;33.txt;1
language;33.txt;1
provide;33.txt;1
clear;33.txt;1
unified;33.txt;1
message;33.txt;1
abbvie;33.txt;1
materials;33.txt;1
given;33.txt;1
answer;33.txt;1
comment;33.txt;1
vaguely;33.txt;1
nursing;33.txt;1
teams;33.txt;1
support;33.txt;1
details;33.txt;1
work;33.txt;1
contacted;33.txt;1
made;33.txt;1
nice;33.txt;1
brief;33.txt;1
description;33.txt;1
information;33.txt;1
available;33.txt;1
contact;33.txt;1
website;33.txt;1
link;33.txt;1
kind;33.txt;1
directed;33.txt;1
well;33.txt;1
initiate;33.txt;1
extremely;33.txt;1
utilize;33.txt;1
used;33.txt;1
routinely;33.txt;1
however;33.txt;1
script;33.txt;1
followed;33.txt;1
coordinating;33.txt;1
nurse;33.txt;1
use;33.txt;1
frequently;33.txt;1
particularly;33.txt;1
help;33.txt;1
make;33.txt;1
referrals;33.txt;1
directly;33.txt;1
process;33.txt;1
similar;33.txt;1
also;33.txt;1
iteration;33.txt;1
daily;33.txt;1
book;33.txt;1
already;33.txt;1
procedure;33.txt;1
training;33.txt;1
new;33.txt;1
group;33.txt;1
center;33.txt;1
beginning;33.txt;1
instructionsinstructions;33.txt;1
carecare;33.txt;1
materialsmaterials;33.txt;1
answeranswer;33.txt;1
commentcomment;33.txt;1
thankthank;33.txt;1
awareaware;33.txt;1
supportsupport;33.txt;1
detailsdetails;33.txt;1
linklink;33.txt;1
kindkind;33.txt;1
scriptscript;33.txt;1
staffstaff;33.txt;1
referralsreferrals;33.txt;1
patientspatients;33.txt;1
thinkthink;33.txt;1
bookbook;33.txt;1
goodgood;33.txt;1
centercenter;33.txt;1
experience;34.txt;7
patients;34.txt;7
nurse;34.txt;6
noticed;34.txt;6
process;34.txt;6
duopa;34.txt;5
personally;34.txt;5
improve;34.txt;5
processprocess;34.txt;5
patientspatients;34.txt;5
improvements;34.txt;4
timing;34.txt;4
recently;34.txt;4
secondly;34.txt;4
specific;34.txt;4
recommendations;34.txt;4
might;34.txt;4
suggest;34.txt;4
recommendationsrecommendations;34.txt;4
patient;34.txt;3
know;34.txt;3
accurate;34.txt;3
think;34.txt;3
assist;34.txt;3
make;34.txt;3
experienceexperience;34.txt;3
right;34.txt;2
neurology;34.txt;2
procedure;34.txt;2
see;34.txt;2
accurately;34.txt;2
change;34.txt;2
overall;34.txt;2
communication;34.txt;2
really;34.txt;2
come;34.txt;2
problems;34.txt;2
also;34.txt;2
days;34.txt;2
week;34.txt;2
seems;34.txt;2
ambassador;34.txt;2
like;34.txt;2
good;34.txt;2
sure;34.txt;2
requirements;34.txt;2
problemsproblems;34.txt;2
weekweek;34.txt;2
requirementsrequirements;34.txt;2
workflow;34.txt;1
perspective;34.txt;1
point;34.txt;1
learned;34.txt;1
optional;34.txt;1
support;34.txt;1
mechanisms;34.txt;1
ad;34.txt;1
board;34.txt;1
majority;34.txt;1
connections;34.txt;1
made;34.txt;1
certainly;34.txt;1
enhance;34.txt;1
practice;34.txt;1
well;34.txt;1
re-iterating;34.txt;1
availability;34.txt;1
importance;34.txt;1
educator;34.txt;1
role;34.txt;1
vitally;34.txt;1
important;34.txt;1
covid;34.txt;1
related;34.txt;1
restrictions;34.txt;1
general;34.txt;1
could;34.txt;1
better;34.txt;1
job;34.txt;1
setting;34.txt;1
team;34.txt;1
meetings;34.txt;1
neuro;34.txt;1
gi;34.txt;1
assess;34.txt;1
efficiency;34.txt;1
referral;34.txt;1
time;34.txt;1
since;34.txt;1
providers;34.txt;1
use;34.txt;1
least;34.txt;1
one;34.txt;1
less;34.txt;1
step;34.txt;1
refer;34.txt;1
person;34.txt;1
reflection;34.txt;1
agree;34.txt;1
represents;34.txt;1
rush;34.txt;1
university;34.txt;1
issues;34.txt;1
either;34.txt;1
description;34.txt;1
patieints;34.txt;1
loved;34.txt;1
getting;34.txt;1
gel;34.txt;1
therapy;34.txt;1
initiated;34.txt;1
including;34.txt;1
interventional;34.txt;1
despite;34.txt;1
multiple;34.txt;1
points;34.txt;1
contact;34.txt;1
amazing;34.txt;1
pieces;34.txt;1
puzzle;34.txt;1
together;34.txt;1
means;34.txt;1
everybody;34.txt;1
heart;34.txt;1
place;34.txt;1
help;34.txt;1
nice;34.txt;1
smooth;34.txt;1
appreciate;34.txt;1
ambassadors;34.txt;1
homes;34.txt;1
tubes;34.txt;1
troubleshoot;34.txt;1
benefit;34.txt;1
fact;34.txt;1
practitioners;34.txt;1
clinic;34.txt;1
tube;34.txt;1
even;34.txt;1
practitioner;34.txt;1
available;34.txt;1
describes;34.txt;1
nm;34.txt;1
consistent;34.txt;1
hoag;34.txt;1
imagine;34.txt;1
different;34.txt;1
outside;34.txt;1
part;34.txt;1
on-boarding;34.txt;1
phone;34.txt;1
call;34.txt;1
immediately;34.txt;1
early;34.txt;1
re-assuring;34.txt;1
yes;34.txt;1
representation;34.txt;1
would;34.txt;1
perhaps;34.txt;1
another;34.txt;1
visit;34.txt;1
month;34.txt;1
practices;34.txt;1
followed;34.txt;1
changes;34.txt;1
please;34.txt;1
teams;34.txt;1
latest;34.txt;1
far;34.txt;1
need;34.txt;1
put;34.txt;1
chart;34.txt;1
seem;34.txt;1
bit;34.txt;1
instance;34.txt;1
drugs;34.txt;1
tried;34.txt;1
failed;34.txt;1
pointpoint;34.txt;1
boardboard;34.txt;1
connectionsconnections;34.txt;1
neurologyneurology;34.txt;1
practicepractice;34.txt;1
rolerole;34.txt;1
covidcovid;34.txt;1
generalgeneral;34.txt;1
jobjob;34.txt;1
meetingsmeetings;34.txt;1
assessassess;34.txt;1
timetime;34.txt;1
providersproviders;34.txt;1
duopaduopa;34.txt;1
stepstep;34.txt;1
accurateaccurate;34.txt;1
universityuniversity;34.txt;1
issuesissues;34.txt;1
patieintspatieints;34.txt;1
therapytherapy;34.txt;1
procedureprocedure;34.txt;1
communicationcommunication;34.txt;1
piecespieces;34.txt;1
ambassadorsambassadors;34.txt;1
homeshomes;34.txt;1
practitionerpractitioner;34.txt;1
nmnm;34.txt;1
consistentconsistent;34.txt;1
differentdifferent;34.txt;1
partpart;34.txt;1
callcall;34.txt;1
re-assuringre-assuring;34.txt;1
representationrepresentation;34.txt;1
ambassadorambassador;34.txt;1
monthmonth;34.txt;1
practicespractices;34.txt;1
changeschanges;34.txt;1
teamsteams;34.txt;1
drugsdrugs;34.txt;1
platform;35.txt;6
easy;35.txt;5
also;35.txt;5
think;35.txt;4
use;35.txt;4
questions;35.txt;4
questionsquestions;35.txt;4
board;35.txt;3
able;35.txt;3
boardboard;35.txt;3
great;35.txt;2
in-person;35.txt;2
could;35.txt;2
schedule;35.txt;2
specific;35.txt;2
others;35.txt;2
day;35.txt;2
advisory;35.txt;2
would;35.txt;2
time;35.txt;2
without;35.txt;2
scheduleschedule;35.txt;2
dayday;35.txt;2
platformplatform;35.txt;2
alternative;35.txt;1
meetings;35.txt;1
pandemic;35.txt;1
understand;35.txt;1
overall;35.txt;1
works;35.txt;1
liked;35.txt;1
fit;35.txt;1
allowed;35.txt;1
free;35.txt;1
forum;35.txt;1
physicians;35.txt;1
start;35.txt;1
discussion;35.txt;1
issue;35.txt;1
ask;35.txt;1
question;35.txt;1
related;35.txt;1
process;35.txt;1
help;35.txt;1
convenient;35.txt;1
log;35.txt;1
whenever;35.txt;1
rather;35.txt;1
set;35.txt;1
aside;35.txt;1
full;35.txt;1
half;35.txt;1
participate;35.txt;1
however;35.txt;1
logged;35.txt;1
tended;35.txt;1
chug;35.txt;1
since;35.txt;1
one;35.txt;1
first;35.txt;1
answer;35.txt;1
many;35.txt;1
definitely;35.txt;1
missed;35.txt;1
dialogue;35.txt;1
aspect;35.txt;1
person;35.txt;1
email;35.txt;1
notifications;35.txt;1
excessive;35.txt;1
per;35.txt;1
super;35.txt;1
straight;35.txt;1
forward;35.txt;1
simple;35.txt;1
reply;35.txt;1
tag;35.txt;1
comments;35.txt;1
consuming;35.txt;1
helpful;35.txt;1
insightful;35.txt;1
learned;35.txt;1
deal;35.txt;1
colleagues;35.txt;1
always;35.txt;1
partners;35.txt;1
abbvie;35.txt;1
importantly;35.txt;1
incorporate;35.txt;1
logging;35.txt;1
clear;35.txt;1
adjust;35.txt;1
make;35.txt;1
experience;35.txt;1
feel;35.txt;1
conversations;35.txt;1
sometimes;35.txt;1
cut;35.txt;1
short;35.txt;1
due;35.txt;1
constraints;35.txt;1
happen;35.txt;1
fluidly;35.txt;1
potential;35.txt;1
interruptions;35.txt;1
enjoyed;35.txt;1
using;35.txt;1
felt;35.txt;1
navigating;35.txt;1
intuitive;35.txt;1
thought;35.txt;1
nice;35.txt;1
everyone;35.txt;1
chance;35.txt;1
give;35.txt;1
opinion;35.txt;1
like;35.txt;1
dr;35.txt;1
thakkar;35.txt;1
believe;35.txt;1
younger;35.txt;1
patients;35.txt;1
benefit;35.txt;1
therapy;35.txt;1
compared;35.txt;1
dbs;35.txt;1
good;35.txt;1
access;35.txt;1
challenge;35.txt;1
password;35.txt;1
reset;35.txt;1
work;35.txt;1
days;35.txt;1
website;35.txt;1
seemed;35.txt;1
redundant;35.txt;1
meetingsmeetings;35.txt;1
useuse;35.txt;1
overalloverall;35.txt;1
worksworks;35.txt;1
physiciansphysicians;35.txt;1
loglog;35.txt;1
firstfirst;35.txt;1
excessiveexcessive;35.txt;1
othersothers;35.txt;1
timetime;35.txt;1
helpfulhelpful;35.txt;1
insightfulinsightful;35.txt;1
colleaguescolleagues;35.txt;1
partnerspartners;35.txt;1
incorporateincorporate;35.txt;1
experienceexperience;35.txt;1
conversationsconversations;35.txt;1
happenhappen;35.txt;1
interruptionsinterruptions;35.txt;1
intuitiveintuitive;35.txt;1
opinionopinion;35.txt;1
thakkarthakkar;35.txt;1
patientspatients;35.txt;1
therapytherapy;35.txt;1
daysdays;35.txt;1
redundantredundant;35.txt;1
patients;36.txt;23
duopa;36.txt;11
patientspatients;36.txt;11
team;36.txt;9
think;36.txt;9
treatment;36.txt;8
new;36.txt;8
patient;36.txt;7
therapy;36.txt;7
agree;36.txt;6
comments;36.txt;6
commentscomments;36.txt;6
would;36.txt;5
already;36.txt;5
changed;36.txt;5
way;36.txt;5
challenge;36.txt;5
wayway;36.txt;5
teamteam;36.txt;5
communication;36.txt;4
program;36.txt;4
beneficial;36.txt;4
one;36.txt;4
since;36.txt;4
started;36.txt;4
enrolling;36.txt;4
convincing;36.txt;4
procedure;36.txt;4
major;36.txt;4
efficiency;36.txt;4
thing;36.txt;4
like;36.txt;4
helps;36.txt;4
duopaduopa;36.txt;4
process;36.txt;3
coe;36.txt;3
centers;36.txt;3
also;36.txt;3
abbvie;36.txt;3
great;36.txt;3
adding;36.txt;3
ones;36.txt;3
listed;36.txt;3
else;36.txt;3
enhancements;36.txt;3
differences;36.txt;3
example;36.txt;3
system;36.txt;3
offices;36.txt;3
educating;36.txt;3
etc;36.txt;3
challenges;36.txt;3
insurance;36.txt;3
issues;36.txt;3
best;36.txt;3
know;36.txt;3
avram;36.txt;3
fraint;36.txt;3
md;36.txt;3
early;36.txt;3
probably;36.txt;3
better;36.txt;3
sure;36.txt;3
ir;36.txt;3
options;36.txt;3
centerscenters;36.txt;3
onesones;36.txt;3
differencesdifferences;36.txt;3
programprogram;36.txt;3
officesoffices;36.txt;3
procedureprocedure;36.txt;3
thingthing;36.txt;3
optionsoptions;36.txt;3
therapytherapy;36.txt;3
making;36.txt;2
point;36.txt;2
providers;36.txt;2
tubes;36.txt;2
improved;36.txt;2
made;36.txt;2
increase;36.txt;2
main;36.txt;2
face;36.txt;2
implanted;36.txt;2
almost;36.txt;2
happy;36.txt;2
putting;36.txt;2
touch;36.txt;2
another;36.txt;2
letting;36.txt;2
permanent;36.txt;2
tube;36.txt;2
always;36.txt;2
removed;36.txt;2
often;36.txt;2
convince;36.txt;2
thanks;36.txt;2
carolyn;36.txt;2
taylor;36.txt;2
presented;36.txt;2
time;36.txt;2
phd;36.txt;2
clinical;36.txt;2
makes;36.txt;2
first;36.txt;2
much;36.txt;2
scheduling;36.txt;2
piece;36.txt;2
well;36.txt;2
used;36.txt;2
finding;36.txt;2
easier;36.txt;2
move;36.txt;2
forward;36.txt;2
selection;36.txt;2
bias;36.txt;2
many;36.txt;2
benefit;36.txt;2
foregone;36.txt;2
earlier;36.txt;2
disease;36.txt;2
medications;36.txt;2
sometimes;36.txt;2
dbs;36.txt;2
reluctant;36.txt;2
