Community Name,Room,Topic,Topic Start Date,Topic End Date,Advisor Name,Subtopic,Private Question,Question Number,Question Title,Question Details,Advisor Selections,Advisor Comment,Replied to Response,Replied to Response From,Date/Time Posted
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"Maybe about half of patient. We have a lot of patients who sign the consent, but never follow through.",,,12/9/20 12:04
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,Douglas Varian we have certain patients with the Duopa reach out to patients who are interested in speaking with someone who has already undergone the procedure. We tend to not utilize the mentor line.,"Great insights Leonard Verhagen Do you suggest to all potential Duopa patients to talk with other Duopa patients via the Duopa mentor line or only certain patients/caregivers that may be hesitant?  I would be curious if others reinforce speaking with other Duopa patients as well, and what their process is in facilitating this conversation @all",Douglas Varian,12/9/20 12:27
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"~20%. I agree that the reason is lack of adequate family support, and also going through a procedure.",,,12/4/20 11:37
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"I think lack of family and close support systems is one of the big reasons why patients don't get to this treatment. I also think that when DBS teams are aggressive in marketing and doing procedures, you will see a shift towards the DBS spectrum.",,,12/11/20 17:11
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,I think there could be some marketing strategies that could be deployed by Abbvie as a corporate entity to help patients and their families understand duopa.,,,12/11/20 17:12
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"Not sure, since I never see patietns who change their mind about enrolling after they see Tom Davis (or one of our other neurologists) but before seeing me or my NPs.",,,12/6/20 19:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"I would guess similar to my own experience, 40-50%?",,,12/2/20 10:06
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,The #1 reason in my experience is lack of social/familial support. Secondarily many patients don't proceed due to fears about having a procedure.,Is there one or two reasons that come to mind for why patients don't start therapy?  Jessica Karl Carolyn Taylor Tom Davis,Douglas Varian,12/4/20 6:23
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"Absolutely we recommend all patients considering Duopa speak with a current Duopa patient, and sometimes even recommend the care partner speak to another care partner.","Great insights Leonard Verhagen Do you suggest to all potential Duopa patients to talk with other Duopa patients via the Duopa mentor line or only certain patients/caregivers that may be hesitant?  I would be curious if others reinforce speaking with other Duopa patients as well, and what their process is in facilitating this conversation @all",Douglas Varian,12/10/20 7:01
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"Since we have a robust group of patients having had the procedure, I ask my Duopa patients, if they are comfortable to share their experience with prospective patients that may have interest.   . Nothing is better for a patient to go over how the process goes with their intended surgeon and MDS. Getting experience from another patient from a different center doesn't do justice for explaining what our patient may go through.","Great insights Leonard Verhagen Do you suggest to all potential Duopa patients to talk with other Duopa patients via the Duopa mentor line or only certain patients/caregivers that may be hesitant?  I would be curious if others reinforce speaking with other Duopa patients as well, and what their process is in facilitating this conversation @all",Douglas Varian,12/9/20 22:36
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"Is there one or two reasons that come to mind for why patients don't start therapy?  Jessica Karl, PhD, PA-C Carolyn Taylor, RN, MSN, AGPCNP-BC Tom Davis",,,12/4/20 6:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"Great insights Leonard Verhagen, MD, PhD Do you suggest to all potential Duopa patients to talk with other Duopa patients via the Duopa mentor line or only certain patients/caregivers that may be hesitant?  I would be curious if others reinforce speaking with other Duopa patients as well, and what their process is in facilitating this conversation @all","Probably 40%. 
We all will have had experience with going through the process of educating the patient, providing literature, information, filling out forms, and communicating with colleagues, only to find out that the patient in the end decides not to go through with it. As a result we have become more insightful into whether a patient is serious about wanting this therapy or not. 
Centers with less experience do not have that same learning experience and may be guided by their enthusiasm and start the process even if patients are not 100% on board. 100% agree with Jessica Karl and others who mention lack of care partners as a main problem. And sometimes IF patient have a care partner, it is that care partner who does not feel he/she can deal with the technology, who will pull the plug. Hearing form other patients is often very helpful for patients who are in doubt.","Leonard Verhagen, MD, PhD",12/9/20 12:00
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Duopa Enrollment,N,4,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Looking at data across the US, about ___% of patients enrolled never start Duopa treatment.",,,"Probably 40%. 
We all will have had experience with going through the process of educating the patient, providing literature, information, filling out forms, and communicating with colleagues, only to find out that the patient in the end decides not to go through with it. As a result we have become more insightful into whether a patient is serious about wanting this therapy or not. 
Centers with less experience do not have that same learning experience and may be guided by their enthusiasm and start the process even if patients are not 100% on board. 100% agree with Jessica Karl, PhD, PA-C and others who mention lack of care partners as a main problem. And sometimes IF patient have a care partner, it is that care partner who does not feel he/she can deal with the technology, who will pull the plug. Hearing form other patients is often very helpful for patients who are in doubt.",,,12/7/20 8:07
